orderid,farmer_id,food,Cost,transport,A,B,C,date_harvest,date_deliver,image_path,pre_img_val,rank_in_q
242,58,9,603000,1,5300,4800,1100,2018-07-28 20:00:00,2018-08-03 13:00:00,NULL,NULL,NULL
243,59,24,848000,1,6400,7600,600,2018-08-14 17:00:00,2018-08-20 23:00:00,NULL,NULL,NULL
244,59,69,284000,0,5200,1000,9100,2018-07-12 21:00:00,2018-07-17 04:00:00,NULL,NULL,NULL
245,59,127,311000,1,10000,1700,5400,2018-08-11 17:00:00,2018-08-17 20:00:00,NULL,NULL,NULL
246,60,62,145000,1,3500,4200,4600,2018-08-07 12:00:00,2018-08-12 07:00:00,NULL,NULL,NULL
247,60,104,48000,1,700,5900,7600,2018-07-16 18:00:00,2018-07-22 06:00:00,NULL,NULL,NULL
248,60,77,180000,0,2100,4900,4700,2018-08-12 02:00:00,2018-08-17 13:00:00,NULL,NULL,NULL
249,60,145,132000,1,2700,3600,500,2018-07-22 07:00:00,2018-07-27 04:00:00,NULL,NULL,NULL
250,60,13,326000,0,8100,1000,800,2018-08-04 17:00:00,2018-08-11 10:00:00,NULL,NULL,NULL
251,61,164,876000,0,5800,9900,4100,2018-07-07 23:00:00,2018-07-12 12:00:00,NULL,NULL,NULL
252,61,44,531000,1,6300,8700,5300,2018-07-10 04:00:00,2018-07-14 12:00:00,NULL,NULL,NULL
253,61,143,274000,1,2800,4700,4200,2018-07-21 04:00:00,2018-07-25 20:00:00,NULL,NULL,NULL
254,62,175,353000,1,4800,5300,7800,2018-07-06 07:00:00,2018-07-12 01:00:00,NULL,NULL,NULL
255,62,125,147000,1,1200,6900,5300,2018-07-20 05:00:00,2018-07-25 09:00:00,NULL,NULL,NULL
256,62,85,140000,0,100,8100,4500,2018-07-04 06:00:00,2018-07-08 23:00:00,NULL,NULL,NULL
257,62,109,237000,0,7400,400,6300,2018-07-12 03:00:00,2018-07-17 06:00:00,NULL,NULL,NULL
258,62,141,212000,1,50,1950,875,2018-07-04 20:00:00,2018-07-09 01:00:00,NULL,NULL,NULL
259,62,50,213000,1,2600,4200,8600,2018-08-10 06:00:00,2018-08-16 19:00:00,NULL,NULL,NULL
260,63,174,846000,1,1600,3700,4200,2018-07-05 16:00:00,2018-07-11 10:00:00,NULL,NULL,NULL
261,63,84,167000,0,1300,5700,9700,2018-07-15 12:00:00,2018-07-21 11:00:00,NULL,NULL,NULL
262,63,69,230000,1,200,8800,2300,2018-07-28 00:00:00,2018-08-03 17:00:00,NULL,NULL,NULL
263,63,29,397000,0,700,2800,9600,2018-08-16 13:00:00,2018-08-22 00:00:00,NULL,NULL,NULL
264,63,57,85000,0,1300,1350,375,2018-08-01 05:00:00,2018-08-07 20:00:00,NULL,NULL,NULL
265,63,71,323000,1,5900,9200,2400,2018-07-19 04:00:00,2018-07-25 14:00:00,NULL,NULL,NULL
266,64,161,225000,0,5600,7900,4100,2018-08-06 11:00:00,2018-08-10 19:00:00,NULL,NULL,NULL
267,64,120,175000,1,3500,6100,1600,2018-07-27 05:00:00,2018-08-01 19:00:00,NULL,NULL,NULL
268,64,141,464000,1,1800,1950,1575,2018-08-01 11:00:00,2018-08-06 08:00:00,NULL,NULL,NULL
269,65,77,252000,1,6800,3200,3800,2018-08-13 20:00:00,2018-08-19 08:00:00,NULL,NULL,NULL
270,65,29,848000,0,6500,8700,4200,2018-08-06 02:00:00,2018-08-11 01:00:00,NULL,NULL,NULL
271,65,3,274000,0,3800,2400,1000,2018-08-06 18:00:00,2018-08-10 19:00:00,NULL,NULL,NULL
272,65,108,221000,1,7800,1500,1100,2018-07-06 19:00:00,2018-07-11 00:00:00,NULL,NULL,NULL
273,66,153,757000,1,2000,4500,400,2018-07-21 19:00:00,2018-07-26 01:00:00,NULL,NULL,NULL
274,66,138,416000,0,9600,1600,3200,2018-08-09 07:00:00,2018-08-15 17:00:00,NULL,NULL,NULL
275,66,70,571000,1,8100,7200,2000,2018-08-09 04:00:00,2018-08-13 05:00:00,NULL,NULL,NULL
276,67,146,161000,0,3400,1300,800,2018-07-16 01:00:00,2018-07-21 18:00:00,NULL,NULL,NULL
277,67,20,1299000,1,7300,9700,100,2018-07-04 11:00:00,2018-07-08 13:00:00,NULL,NULL,NULL
278,67,32,371000,0,700,8500,9000,2018-07-17 17:00:00,2018-07-21 22:00:00,NULL,NULL,NULL
279,68,102,200000,1,1000,8800,2500,2018-07-22 15:00:00,2018-07-29 07:00:00,NULL,NULL,NULL
280,68,178,193000,0,1000,5400,7800,2018-07-04 21:00:00,2018-07-08 22:00:00,NULL,NULL,NULL
281,68,43,549000,0,4000,5600,8500,2018-08-07 04:00:00,2018-08-13 12:00:00,NULL,NULL,NULL
282,68,143,411000,1,1800,8500,8200,2018-08-16 08:00:00,2018-08-23 02:00:00,NULL,NULL,NULL
283,69,131,484000,0,9500,9200,700,2018-07-13 20:00:00,2018-07-20 06:00:00,NULL,NULL,NULL
284,69,5,518000,0,5300,1100,600,2018-07-28 16:00:00,2018-08-04 13:00:00,NULL,NULL,NULL
285,69,30,423000,1,1800,3700,3900,2018-07-13 06:00:00,2018-07-19 17:00:00,NULL,NULL,NULL
286,70,165,373000,1,5100,7700,4800,2018-07-30 10:00:00,2018-08-04 15:00:00,NULL,NULL,NULL
287,70,108,189000,0,2300,4600,5600,2018-08-15 03:00:00,2018-08-21 04:00:00,NULL,NULL,NULL
288,70,73,240000,1,1900,6900,7600,2018-07-13 03:00:00,2018-07-19 09:00:00,NULL,NULL,NULL
289,70,12,1469000,0,8600,700,9400,2018-08-17 07:00:00,2018-08-22 16:00:00,NULL,NULL,NULL
290,70,18,153000,0,500,6600,5000,2018-07-04 21:00:00,2018-07-11 10:00:00,NULL,NULL,NULL
291,70,136,1549000,0,7300,900,8000,2018-08-12 09:00:00,2018-08-19 04:00:00,NULL,NULL,NULL
292,71,71,333000,0,8000,7200,2500,2018-07-23 09:00:00,2018-07-30 07:00:00,NULL,NULL,NULL
293,71,116,337000,1,9800,4100,3500,2018-07-23 16:00:00,2018-07-30 15:00:00,NULL,NULL,NULL
294,71,101,668000,1,4200,1900,9800,2018-07-19 15:00:00,2018-07-24 19:00:00,NULL,NULL,NULL
295,71,142,1528000,0,9100,6400,5600,2018-07-11 23:00:00,2018-07-18 06:00:00,NULL,NULL,NULL
296,71,131,307000,0,5800,4200,3800,2018-07-18 00:00:00,2018-07-24 04:00:00,NULL,NULL,NULL
297,71,91,4000,0,490,330,170,2018-08-12 12:00:00,2018-08-18 12:00:00,NULL,NULL,NULL
298,72,69,321000,1,6700,4900,1900,2018-08-16 14:00:00,2018-08-21 11:00:00,NULL,NULL,NULL
299,72,157,100000,1,800,3600,5900,2018-07-09 13:00:00,2018-07-16 12:00:00,NULL,NULL,NULL
300,72,45,592000,0,9400,9900,1200,2018-07-30 06:00:00,2018-08-03 12:00:00,NULL,NULL,NULL
301,72,2,873000,1,2300,8000,2800,2018-07-09 18:00:00,2018-07-15 10:00:00,NULL,NULL,NULL
302,73,156,80000,1,1000,1700,5900,2018-07-04 06:00:00,2018-07-09 04:00:00,NULL,NULL,NULL
303,73,120,295000,1,6000,8400,4800,2018-08-05 00:00:00,2018-08-09 03:00:00,NULL,NULL,NULL
304,73,158,142000,0,6900,3200,500,2018-07-08 13:00:00,2018-07-13 06:00:00,NULL,NULL,NULL
305,73,89,117000,0,3900,7700,800,2018-08-05 05:00:00,2018-08-11 04:00:00,NULL,NULL,NULL
306,74,146,363000,1,3800,4900,6600,2018-08-11 16:00:00,2018-08-17 09:00:00,NULL,NULL,NULL
307,74,39,237000,0,3300,6100,5700,2018-07-15 14:00:00,2018-07-19 16:00:00,NULL,NULL,NULL
308,74,53,857000,0,7500,100,7300,2018-07-26 11:00:00,2018-08-01 23:00:00,NULL,NULL,NULL
309,74,178,157000,0,1400,3700,6200,2018-07-07 22:00:00,2018-07-13 00:00:00,NULL,NULL,NULL
310,75,118,301000,1,6200,4500,9100,2018-08-13 02:00:00,2018-08-18 14:00:00,NULL,NULL,NULL
311,75,80,139000,1,900,6200,1100,2018-07-07 15:00:00,2018-07-13 05:00:00,NULL,NULL,NULL
312,75,111,58000,0,525,300,225,2018-07-08 15:00:00,2018-07-14 09:00:00,NULL,NULL,NULL
313,75,59,413000,1,9800,5800,9200,2018-08-15 01:00:00,2018-08-21 08:00:00,NULL,NULL,NULL
314,76,147,20000,0,825,25,2300,2018-07-10 05:00:00,2018-07-14 17:00:00,NULL,NULL,NULL
315,76,157,197000,1,7400,4800,1200,2018-08-14 05:00:00,2018-08-19 06:00:00,NULL,NULL,NULL
316,76,126,211000,1,4500,8800,2700,2018-08-02 21:00:00,2018-08-08 18:00:00,NULL,NULL,NULL
317,77,142,1063000,0,6000,5400,3700,2018-08-05 14:00:00,2018-08-12 10:00:00,NULL,NULL,NULL
318,77,50,285000,1,2500,9000,7500,2018-07-12 05:00:00,2018-07-17 07:00:00,NULL,NULL,NULL
319,77,1,199000,0,1500,1500,400,2018-07-17 03:00:00,2018-07-21 07:00:00,NULL,NULL,NULL
320,77,126,130000,1,3800,3400,2400,2018-07-27 17:00:00,2018-08-03 16:00:00,NULL,NULL,NULL
321,78,154,341000,1,9900,9800,5900,2018-08-02 08:00:00,2018-08-08 12:00:00,NULL,NULL,NULL
322,78,131,380000,0,4900,7100,6400,2018-08-17 01:00:00,2018-08-21 09:00:00,NULL,NULL,NULL
323,78,101,906000,1,6300,5400,7200,2018-07-11 00:00:00,2018-07-15 06:00:00,NULL,NULL,NULL
324,78,97,348000,0,2050,825,775,2018-08-09 01:00:00,2018-08-13 22:00:00,NULL,NULL,NULL
325,79,163,35000,1,1050,900,1625,2018-08-13 16:00:00,2018-08-17 17:00:00,NULL,NULL,NULL
326,79,27,299000,0,4000,500,5500,2018-07-04 05:00:00,2018-07-09 03:00:00,NULL,NULL,NULL
327,79,107,251000,0,6800,3100,3500,2018-08-11 16:00:00,2018-08-15 18:00:00,NULL,NULL,NULL
328,80,52,1456000,1,9000,3600,6100,2018-08-04 02:00:00,2018-08-10 06:00:00,NULL,NULL,NULL
329,80,64,450000,1,8800,3800,2500,2018-08-05 00:00:00,2018-08-12 00:00:00,NULL,NULL,NULL
330,80,18,128000,0,3900,200,5500,2018-07-28 15:00:00,2018-08-02 21:00:00,NULL,NULL,NULL
331,80,101,791000,0,6800,3500,4400,2018-08-06 23:00:00,2018-08-11 00:00:00,NULL,NULL,NULL
332,81,97,470000,0,1775,1900,1975,2018-08-16 19:00:00,2018-08-22 05:00:00,NULL,NULL,NULL
333,81,56,1114000,1,1700,2300,3400,2018-08-10 07:00:00,2018-08-14 17:00:00,NULL,NULL,NULL
334,81,168,111000,0,2200,2000,9700,2018-08-12 02:00:00,2018-08-16 05:00:00,NULL,NULL,NULL
335,81,30,1080000,0,9000,5200,6800,2018-07-18 03:00:00,2018-07-24 04:00:00,NULL,NULL,NULL
336,81,39,267000,1,6300,4500,4700,2018-07-22 09:00:00,2018-07-28 23:00:00,NULL,NULL,NULL
337,82,92,502000,1,2500,1075,2350,2018-07-09 13:00:00,2018-07-16 02:00:00,NULL,NULL,NULL
338,82,79,174000,0,9400,5200,3800,2018-07-09 00:00:00,2018-07-14 17:00:00,NULL,NULL,NULL
339,82,95,62000,0,690,250,460,2018-07-26 20:00:00,2018-07-30 23:00:00,NULL,NULL,NULL
340,83,24,1183000,1,9900,5400,6800,2018-08-01 02:00:00,2018-08-06 09:00:00,NULL,NULL,NULL
341,83,132,300000,1,9900,3300,2000,2018-08-10 16:00:00,2018-08-16 12:00:00,NULL,NULL,NULL
342,83,178,295000,1,3200,7700,8500,2018-07-28 11:00:00,2018-08-02 10:00:00,NULL,NULL,NULL
343,84,84,134000,1,4600,1300,5100,2018-08-10 16:00:00,2018-08-16 02:00:00,NULL,NULL,NULL
344,84,146,480000,0,7300,6900,3600,2018-07-19 11:00:00,2018-07-23 19:00:00,NULL,NULL,NULL
345,84,167,321000,1,7100,5800,5400,2018-07-07 02:00:00,2018-07-13 05:00:00,NULL,NULL,NULL
346,85,131,108000,0,1100,1600,3600,2018-08-03 16:00:00,2018-08-09 18:00:00,NULL,NULL,NULL
347,85,169,303000,0,6300,6800,4500,2018-07-07 14:00:00,2018-07-13 23:00:00,NULL,NULL,NULL
348,85,13,575000,1,8300,7700,5400,2018-07-14 13:00:00,2018-07-21 12:00:00,NULL,NULL,NULL
349,85,71,129000,0,2700,1000,5100,2018-07-12 22:00:00,2018-07-19 05:00:00,NULL,NULL,NULL
350,86,117,104000,0,1000,4200,1000,2018-07-26 11:00:00,2018-07-31 17:00:00,NULL,NULL,NULL
351,86,122,203000,1,2800,3000,9000,2018-07-17 00:00:00,2018-07-23 00:00:00,NULL,NULL,NULL
352,86,150,115000,1,1100,300,8800,2018-08-14 11:00:00,2018-08-19 20:00:00,NULL,NULL,NULL
353,86,126,287000,1,9800,4700,8300,2018-07-20 16:00:00,2018-07-25 12:00:00,NULL,NULL,NULL
354,86,70,447000,0,4900,5700,3700,2018-08-03 17:00:00,2018-08-09 04:00:00,NULL,NULL,NULL
355,87,79,131000,0,3400,6100,8700,2018-08-17 04:00:00,2018-08-21 18:00:00,NULL,NULL,NULL
356,87,89,164000,1,6500,7800,4400,2018-07-12 14:00:00,2018-07-19 07:00:00,NULL,NULL,NULL
357,87,137,407000,0,6200,3500,7600,2018-07-08 08:00:00,2018-07-13 06:00:00,NULL,NULL,NULL
358,87,8,486000,1,900,7300,7200,2018-07-23 10:00:00,2018-07-29 11:00:00,NULL,NULL,NULL
359,88,63,191000,1,4900,6000,3800,2018-08-17 16:00:00,2018-08-21 19:00:00,NULL,NULL,NULL
360,88,63,114000,0,2000,5700,300,2018-07-18 23:00:00,2018-07-25 13:00:00,NULL,NULL,NULL
361,88,53,1269000,0,8200,6000,6600,2018-07-31 20:00:00,2018-08-07 03:00:00,NULL,NULL,NULL
362,89,79,148000,1,9500,300,7300,2018-08-08 17:00:00,2018-08-15 11:00:00,NULL,NULL,NULL
363,89,68,166000,1,2500,2300,3800,2018-08-08 05:00:00,2018-08-14 00:00:00,NULL,NULL,NULL
364,89,96,121000,0,250,870,350,2018-08-16 23:00:00,2018-08-21 18:00:00,NULL,NULL,NULL
365,89,68,227000,0,1000,4000,9200,2018-07-17 14:00:00,2018-07-23 12:00:00,NULL,NULL,NULL
366,89,29,784000,0,8300,1800,8800,2018-07-09 08:00:00,2018-07-13 20:00:00,NULL,NULL,NULL
367,90,1,1127000,1,4600,9800,9400,2018-07-12 17:00:00,2018-07-17 08:00:00,NULL,NULL,NULL
368,90,29,253000,1,1200,2400,3600,2018-07-19 14:00:00,2018-07-24 08:00:00,NULL,NULL,NULL
369,90,21,80000,1,850,1800,1550,2018-08-13 00:00:00,2018-08-17 01:00:00,NULL,NULL,NULL
370,91,175,216000,1,5600,200,3800,2018-08-15 01:00:00,2018-08-21 07:00:00,NULL,NULL,NULL
371,91,35,527000,1,6900,9800,2600,2018-08-02 05:00:00,2018-08-06 17:00:00,NULL,NULL,NULL
372,91,58,673000,0,4500,3300,6900,2018-07-04 14:00:00,2018-07-11 05:00:00,NULL,NULL,NULL
373,91,138,464000,1,5800,6400,6700,2018-07-26 12:00:00,2018-08-02 09:00:00,NULL,NULL,NULL
374,91,70,630000,0,7600,8500,3400,2018-07-11 14:00:00,2018-07-17 10:00:00,NULL,NULL,NULL
375,92,27,454000,0,500,8900,6400,2018-08-08 04:00:00,2018-08-14 19:00:00,NULL,NULL,NULL
376,92,115,311000,1,4800,8600,5300,2018-07-25 09:00:00,2018-07-31 08:00:00,NULL,NULL,NULL
377,92,153,1124000,0,600,9600,800,2018-07-31 10:00:00,2018-08-05 23:00:00,NULL,NULL,NULL
378,92,131,119000,0,200,2200,5800,2018-07-19 08:00:00,2018-07-23 19:00:00,NULL,NULL,NULL
379,92,135,83000,0,1900,1275,1950,2018-08-12 05:00:00,2018-08-18 07:00:00,NULL,NULL,NULL
380,93,33,609000,0,900,9500,5900,2018-08-08 01:00:00,2018-08-13 22:00:00,NULL,NULL,NULL
381,93,68,355000,1,3500,6800,8400,2018-07-31 00:00:00,2018-08-05 16:00:00,NULL,NULL,NULL
382,93,77,150000,1,1200,5900,2300,2018-08-03 23:00:00,2018-08-09 23:00:00,NULL,NULL,NULL
383,94,117,190000,1,4700,3800,1800,2018-07-24 02:00:00,2018-07-30 22:00:00,NULL,NULL,NULL
384,94,11,810000,1,1800,2300,2125,2018-08-12 13:00:00,2018-08-16 19:00:00,NULL,NULL,NULL
385,94,19,239000,1,7300,4600,1700,2018-07-16 15:00:00,2018-07-23 01:00:00,NULL,NULL,NULL
386,94,142,476000,1,2300,2700,2100,2018-07-14 08:00:00,2018-07-19 18:00:00,NULL,NULL,NULL
387,95,86,274000,1,9300,3100,9200,2018-07-20 04:00:00,2018-07-26 21:00:00,NULL,NULL,NULL
388,95,26,1296000,0,500,5200,8800,2018-07-12 20:00:00,2018-07-18 12:00:00,NULL,NULL,NULL
389,95,88,236000,0,3800,9300,6000,2018-08-08 01:00:00,2018-08-12 19:00:00,NULL,NULL,NULL
390,96,101,428000,1,500,6100,2600,2018-07-21 13:00:00,2018-07-26 02:00:00,NULL,NULL,NULL
391,96,88,183000,0,6500,900,8400,2018-08-04 07:00:00,2018-08-09 12:00:00,NULL,NULL,NULL
392,96,154,148000,1,5000,2000,5300,2018-07-11 23:00:00,2018-07-17 15:00:00,NULL,NULL,NULL
393,97,130,269000,0,2300,9800,4100,2018-08-04 12:00:00,2018-08-10 07:00:00,NULL,NULL,NULL
394,97,100,83000,0,1900,950,2125,2018-07-11 18:00:00,2018-07-18 01:00:00,NULL,NULL,NULL
395,97,160,195000,0,5500,6000,7900,2018-08-04 16:00:00,2018-08-09 15:00:00,NULL,NULL,NULL
396,97,143,176000,0,2000,700,6200,2018-08-15 12:00:00,2018-08-20 23:00:00,NULL,NULL,NULL
397,98,55,78000,0,1100,750,1525,2018-07-07 11:00:00,2018-07-12 21:00:00,NULL,NULL,NULL
398,98,16,61000,1,2150,825,1925,2018-07-20 15:00:00,2018-07-25 21:00:00,NULL,NULL,NULL
399,98,137,393000,1,7100,4200,2300,2018-07-08 15:00:00,2018-07-15 02:00:00,NULL,NULL,NULL
400,99,1,55000,0,400,100,800,2018-08-04 13:00:00,2018-08-08 15:00:00,NULL,NULL,NULL
401,99,121,199000,1,2100,3700,4700,2018-08-06 12:00:00,2018-08-11 21:00:00,NULL,NULL,NULL
402,99,155,94000,1,2500,1500,6900,2018-08-15 21:00:00,2018-08-22 19:00:00,NULL,NULL,NULL
403,99,143,171000,0,3800,1100,400,2018-07-28 16:00:00,2018-08-03 19:00:00,NULL,NULL,NULL
404,99,38,350000,0,3100,6400,5400,2018-07-08 14:00:00,2018-07-15 00:00:00,NULL,NULL,NULL
405,100,55,112000,0,2475,625,600,2018-07-28 02:00:00,2018-08-03 23:00:00,NULL,NULL,NULL
406,100,95,93000,1,820,710,650,2018-08-07 08:00:00,2018-08-14 05:00:00,NULL,NULL,NULL
407,100,145,269000,1,7200,2000,6500,2018-08-05 20:00:00,2018-08-11 03:00:00,NULL,NULL,NULL
408,100,98,69000,1,300,375,2300,2018-07-07 07:00:00,2018-07-12 20:00:00,NULL,NULL,NULL
409,101,53,801000,1,6200,3400,3000,2018-07-31 12:00:00,2018-08-04 23:00:00,NULL,NULL,NULL
410,101,17,1443000,1,500,9400,6300,2018-07-17 03:00:00,2018-07-21 19:00:00,NULL,NULL,NULL
411,101,152,88000,1,925,175,475,2018-08-14 15:00:00,2018-08-20 16:00:00,NULL,NULL,NULL
412,102,43,491000,1,7400,900,6400,2018-07-19 10:00:00,2018-07-26 00:00:00,NULL,NULL,NULL
413,102,76,337000,0,6900,9400,1600,2018-08-13 14:00:00,2018-08-18 07:00:00,NULL,NULL,NULL
414,102,120,218000,1,3200,6000,8100,2018-07-24 00:00:00,2018-07-30 15:00:00,NULL,NULL,NULL
415,102,59,334000,0,8600,4900,5200,2018-07-31 21:00:00,2018-08-07 13:00:00,NULL,NULL,NULL
416,102,44,553000,0,6600,8900,7100,2018-07-29 02:00:00,2018-08-03 06:00:00,NULL,NULL,NULL
417,103,10,166000,0,2375,325,550,2018-07-29 23:00:00,2018-08-05 10:00:00,NULL,NULL,NULL
418,103,86,234000,0,7500,7000,1500,2018-07-09 04:00:00,2018-07-14 08:00:00,NULL,NULL,NULL
419,103,69,251000,1,6400,1700,2700,2018-07-27 03:00:00,2018-07-31 16:00:00,NULL,NULL,NULL
420,104,175,278000,0,1300,6800,7300,2018-07-22 17:00:00,2018-07-27 13:00:00,NULL,NULL,NULL
421,104,17,2352000,1,9000,5200,9600,2018-07-14 06:00:00,2018-07-18 22:00:00,NULL,NULL,NULL
422,104,137,200000,0,1200,2100,7100,2018-07-26 20:00:00,2018-07-31 16:00:00,NULL,NULL,NULL
423,105,80,450000,1,9900,10000,3700,2018-08-05 02:00:00,2018-08-10 05:00:00,NULL,NULL,NULL
424,105,126,170000,1,1900,8700,3600,2018-07-04 07:00:00,2018-07-11 04:00:00,NULL,NULL,NULL
425,105,159,176000,0,4700,6700,6600,2018-07-22 04:00:00,2018-07-27 19:00:00,NULL,NULL,NULL
426,105,57,78000,0,150,2200,1075,2018-07-25 17:00:00,2018-07-31 19:00:00,NULL,NULL,NULL
427,106,55,95000,1,1700,1075,375,2018-08-01 13:00:00,2018-08-07 11:00:00,NULL,NULL,NULL
428,106,165,134000,1,2200,2600,1400,2018-08-09 01:00:00,2018-08-13 03:00:00,NULL,NULL,NULL
429,106,166,110000,0,800,1200,5100,2018-07-14 08:00:00,2018-07-18 17:00:00,NULL,NULL,NULL
430,107,161,161000,1,2700,8300,1100,2018-08-04 14:00:00,2018-08-09 00:00:00,NULL,NULL,NULL
431,107,110,124000,0,2150,1975,1775,2018-07-17 04:00:00,2018-07-21 09:00:00,NULL,NULL,NULL
432,107,167,265000,1,9200,1200,3800,2018-07-21 05:00:00,2018-07-25 12:00:00,NULL,NULL,NULL
433,107,152,197000,1,1300,1300,1325,2018-08-07 04:00:00,2018-08-13 18:00:00,NULL,NULL,NULL
434,108,100,85000,1,2400,825,1525,2018-07-10 14:00:00,2018-07-17 12:00:00,NULL,NULL,NULL
435,108,67,293000,1,7400,6800,5400,2018-07-21 04:00:00,2018-07-27 23:00:00,NULL,NULL,NULL
436,108,160,223000,1,5800,7900,8600,2018-08-13 04:00:00,2018-08-19 17:00:00,NULL,NULL,NULL
437,108,126,149000,1,4000,2800,6300,2018-07-12 07:00:00,2018-07-16 20:00:00,NULL,NULL,NULL
438,109,100,70000,1,1975,500,1525,2018-07-15 12:00:00,2018-07-22 11:00:00,NULL,NULL,NULL
439,109,44,349000,1,3700,5500,4900,2018-08-12 16:00:00,2018-08-17 15:00:00,NULL,NULL,NULL
440,109,110,103000,0,1625,2075,675,2018-08-11 21:00:00,2018-08-17 18:00:00,NULL,NULL,NULL
441,109,156,199000,1,7400,1200,7700,2018-07-19 22:00:00,2018-07-25 09:00:00,NULL,NULL,NULL
442,110,79,111000,0,5200,800,10000,2018-07-05 16:00:00,2018-07-12 03:00:00,NULL,NULL,NULL
443,110,29,739000,0,10000,600,4900,2018-07-05 12:00:00,2018-07-10 03:00:00,NULL,NULL,NULL
444,110,61,902000,1,4200,4200,5900,2018-07-28 00:00:00,2018-08-01 19:00:00,NULL,NULL,NULL
445,110,166,213000,0,700,6000,5200,2018-07-22 16:00:00,2018-07-29 03:00:00,NULL,NULL,NULL
446,110,178,312000,0,2400,9700,9800,2018-08-12 00:00:00,2018-08-16 05:00:00,NULL,NULL,NULL
447,111,143,251000,1,200,4200,9500,2018-07-05 15:00:00,2018-07-10 03:00:00,NULL,NULL,NULL
448,111,77,339000,0,8200,5500,4600,2018-07-04 01:00:00,2018-07-08 08:00:00,NULL,NULL,NULL
449,111,42,242000,0,1000,1200,9700,2018-07-07 18:00:00,2018-07-12 04:00:00,NULL,NULL,NULL
450,111,104,38000,0,2000,2700,6400,2018-07-24 21:00:00,2018-07-30 00:00:00,NULL,NULL,NULL
451,112,142,447000,1,3300,1800,100,2018-07-17 16:00:00,2018-07-23 12:00:00,NULL,NULL,NULL
452,112,29,466000,0,6800,300,2400,2018-07-18 17:00:00,2018-07-24 12:00:00,NULL,NULL,NULL
453,112,158,77000,1,4500,700,1100,2018-07-19 12:00:00,2018-07-24 15:00:00,NULL,NULL,NULL
454,112,121,318000,1,9200,600,3300,2018-08-14 21:00:00,2018-08-19 08:00:00,NULL,NULL,NULL
455,113,51,812000,1,10000,5000,700,2018-08-12 02:00:00,2018-08-16 03:00:00,NULL,NULL,NULL
456,113,90,91000,1,5000,2300,2900,2018-07-29 23:00:00,2018-08-04 16:00:00,NULL,NULL,NULL
457,113,12,1695000,1,8600,6800,1800,2018-07-25 08:00:00,2018-07-30 08:00:00,NULL,NULL,NULL
458,113,6,807000,0,2000,6600,7000,2018-08-14 12:00:00,2018-08-19 18:00:00,NULL,NULL,NULL
459,114,175,438000,1,7100,6800,7300,2018-07-20 21:00:00,2018-07-27 02:00:00,NULL,NULL,NULL
460,114,60,46000,0,2400,1200,1575,2018-07-06 16:00:00,2018-07-12 15:00:00,NULL,NULL,NULL
461,114,162,164000,0,6200,2200,4300,2018-08-14 06:00:00,2018-08-19 13:00:00,NULL,NULL,NULL
462,115,55,37000,1,50,425,1775,2018-07-22 08:00:00,2018-07-26 17:00:00,NULL,NULL,NULL
463,115,123,428000,1,8500,8400,8700,2018-07-10 03:00:00,2018-07-15 07:00:00,NULL,NULL,NULL
464,115,46,295000,0,3800,6700,9100,2018-07-26 04:00:00,2018-07-31 18:00:00,NULL,NULL,NULL
465,115,174,759000,0,400,4000,4900,2018-08-02 10:00:00,2018-08-07 05:00:00,NULL,NULL,NULL
466,115,25,790000,0,2300,6700,5300,2018-08-17 14:00:00,2018-08-23 04:00:00,NULL,NULL,NULL
467,115,119,589000,0,9000,9200,2500,2018-08-10 08:00:00,2018-08-15 08:00:00,NULL,NULL,NULL
468,116,140,86000,1,2225,1050,1500,2018-08-08 01:00:00,2018-08-13 11:00:00,NULL,NULL,NULL
469,116,99,320000,0,6400,7900,3400,2018-07-20 14:00:00,2018-07-27 06:00:00,NULL,NULL,NULL
470,116,99,25000,1,500,300,1000,2018-08-06 23:00:00,2018-08-11 05:00:00,NULL,NULL,NULL
471,117,139,27000,0,6700,2900,6500,2018-07-08 18:00:00,2018-07-13 10:00:00,NULL,NULL,NULL
472,117,62,252000,0,9600,5900,100,2018-08-18 00:00:00,2018-08-24 21:00:00,NULL,NULL,NULL
473,117,149,244000,0,2400,6300,3000,2018-07-25 22:00:00,2018-08-01 11:00:00,NULL,NULL,NULL
474,118,120,275000,0,8500,2400,8400,2018-07-22 05:00:00,2018-07-28 13:00:00,NULL,NULL,NULL
475,118,29,449000,0,5900,1600,1100,2018-07-21 09:00:00,2018-07-25 21:00:00,NULL,NULL,NULL
476,118,166,452000,1,9800,6400,2300,2018-08-02 06:00:00,2018-08-07 21:00:00,NULL,NULL,NULL
477,118,1,1454000,0,9000,9900,10000,2018-07-11 00:00:00,2018-07-16 04:00:00,NULL,NULL,NULL
478,118,21,101000,0,2175,1150,1125,2018-07-20 07:00:00,2018-07-26 10:00:00,NULL,NULL,NULL
479,118,103,254000,1,5400,6800,10000,2018-07-15 17:00:00,2018-07-22 04:00:00,NULL,NULL,NULL
480,119,167,266000,1,5600,2500,9200,2018-08-04 00:00:00,2018-08-10 21:00:00,NULL,NULL,NULL
481,119,82,976000,1,9300,7200,5900,2018-07-10 15:00:00,2018-07-16 22:00:00,NULL,NULL,NULL
482,119,14,184000,0,3800,6700,4500,2018-07-14 22:00:00,2018-07-19 11:00:00,NULL,NULL,NULL
